student_id,gender,age,parent_education,family_income_band,travel_time_mins,study_hours_per_week,attendance_rate,past_failures,tutoring,internet_access,sleep_hours,screen_time_hours,extracurricular_hours,discipline_incidents,late_submissions,participation_score,quiz_avg,assignment_avg,midterm_score,behavior_label,final_score,performance_label
661,M,16,high_school,middle,15,13.1,0.713,2,0,0,6.98,3.24,2.34,0,1,67.8,48.4,36.7,40.7,At-Risk,34.5,Low
662,F,16,none,middle,18,0.5,0.928,0,0,1,7.46,5.78,1.19,1,2,83.4,59.5,52.7,59.1,Neutral,49.5,Low
663,M,21,bachelor,middle,8,5.0,0.895,0,1,0,6.5,7.24,1.51,1,1,47.5,90.3,92.1,81.4,At-Risk,88.8,High
664,M,18,high_school,middle,39,6.0,0.726,1,1,1,6.66,4.36,0.0,1,2,52.1,57.7,75.9,62.8,At-Risk,61.3,Medium
665,M,19,high_school,middle,0,13.4,0.836,3,0,1,6.79,8.64,3.86,0,1,58.7,57.9,82.8,70.4,At-Risk,63.2,Medium
666,F,18,bachelor,high,15,7.8,0.842,0,0,1,7.39,6.46,2.8,0,4,60.9,54.7,62.2,40.4,At-Risk,52.5,Medium
667,F,16,bachelor,low,21,9.5,0.878,0,0,1,7.42,8.48,0.0,0,1,82.3,74.5,63.6,51.9,At-Risk,58.7,Medium
668,Other,21,none,middle,12,1.3,0.752,1,1,1,10.0,4.08,3.79,0,1,43.8,52.5,68.3,42.5,At-Risk,66.8,Medium
669,M,21,none,low,35,24.0,0.725,0,1,0,8.92,0.88,2.09,0,0,64.6,77.7,73.2,58.3,Neutral,68.9,Medium
670,M,20,bachelor,middle,40,10.4,0.912,0,0,1,4.77,2.79,0.33,0,0,56.7,81.1,90.0,56.2,At-Risk,83.4,High
671,M,17,high_school,middle,1,13.0,0.707,0,0,1,6.73,2.99,0.15,0,2,90.5,73.0,57.2,49.4,Engaged,52.8,Medium
672,F,20,high_school,middle,53,6.8,0.837,0,0,1,6.41,2.29,0.82,0,0,78.3,58.0,65.8,72.6,Neutral,68.0,Medium
673,Other,22,bachelor,middle,1,6.1,0.827,1,1,1,8.44,0.0,0.34,1,1,68.6,36.8,55.3,38.7,At-Risk,49.4,Low
674,F,20,high_school,middle,41,21.5,0.848,0,0,0,6.52,6.25,0.61,0,1,79.5,58.0,36.5,17.0,Engaged,40.7,Low
675,F,18,bachelor,low,24,0.0,0.885,1,0,1,7.46,0.48,5.6,1,1,45.2,50.0,82.7,48.6,Neutral,58.7,Medium
676,M,17,high_school,low,14,11.7,1.0,0,0,1,4.1,6.06,2.94,0,3,95.4,48.0,96.0,100.0,Engaged,79.6,High
677,F,19,high_school,low,16,2.7,0.7,1,0,1,5.08,8.57,6.27,1,1,52.4,57.7,80.2,70.2,At-Risk,63.4,Medium
678,F,17,high_school,high,21,7.6,0.948,0,1,1,9.41,2.64,2.65,0,2,83.9,70.6,71.7,43.1,Engaged,62.1,Medium
679,M,19,high_school,low,25,6.2,0.609,0,0,1,6.96,4.98,3.36,1,2,73.3,50.8,97.7,68.9,Neutral,72.5,Medium
680,M,15,none,high,8,4.1,0.999,2,0,1,5.7,3.4,0.44,0,0,69.0,37.3,75.3,57.3,Engaged,68.8,Medium
681,M,16,high_school,low,18,10.2,0.656,1,0,1,7.19,5.85,1.86,0,2,83.2,44.7,80.8,67.8,At-Risk,64.0,Medium
682,M,21,master,middle,10,0.0,1.0,0,0,1,5.64,1.81,2.04,1,0,79.9,92.4,70.3,77.6,Neutral,83.4,High
683,M,18,master,middle,4,8.1,0.821,0,0,1,6.56,3.94,3.44,0,1,66.6,71.9,72.7,63.9,Neutral,76.3,High
684,M,18,high_school,middle,10,9.5,0.989,0,1,1,5.16,6.44,2.1,0,2,58.7,44.8,65.9,62.4,Engaged,61.2,Medium
685,F,19,bachelor,middle,5,1.8,0.968,3,0,0,5.95,4.1,2.9,0,1,66.8,85.2,81.3,89.7,At-Risk,67.0,Medium
686,M,18,bachelor,middle,16,19.1,0.816,0,0,1,6.4,0.94,2.83,0,0,63.5,57.7,50.5,70.8,Engaged,61.5,Medium
687,M,21,master,high,28,6.4,0.824,2,0,1,8.24,6.68,1.59,1,1,70.3,100.0,74.7,63.9,Neutral,76.5,High
688,F,16,high_school,middle,24,8.6,0.776,0,0,0,7.46,1.61,1.39,2,1,80.3,66.7,54.4,60.8,At-Risk,70.4,Medium
689,F,21,high_school,low,52,6.4,0.939,0,1,1,7.67,4.36,0.86,1,2,72.0,72.2,76.2,48.7,At-Risk,62.6,Medium
690,F,16,high_school,low,0,9.5,0.818,0,0,1,6.87,5.37,4.36,0,1,67.8,77.1,100.0,35.1,Neutral,78.6,High
691,M,17,none,middle,29,17.8,0.778,0,1,1,7.89,4.44,1.6,0,1,55.2,88.7,79.2,73.4,Engaged,83.3,High
692,F,19,high_school,middle,22,24.8,0.914,2,0,1,5.85,9.27,2.86,0,1,69.9,54.1,86.8,85.5,Engaged,70.4,Medium
693,M,22,master,middle,34,14.5,0.77,0,1,1,6.02,5.67,1.89,0,0,39.6,87.2,82.4,68.6,Neutral,75.6,High
694,M,16,master,middle,33,16.5,0.827,2,0,1,7.39,3.8,4.33,1,1,53.0,50.8,30.8,71.3,Neutral,42.4,Low
695,F,19,high_school,middle,20,20.3,0.871,0,0,1,6.57,5.41,0.0,0,1,74.1,55.5,65.9,42.3,Neutral,60.8,Medium
696,F,15,bachelor,middle,25,11.5,0.796,0,1,1,6.88,4.62,2.81,0,0,78.3,62.2,75.2,48.1,Neutral,74.6,Medium
697,F,15,high_school,middle,11,19.4,0.811,2,1,0,6.7,4.29,0.0,0,1,64.7,78.6,34.6,34.4,Neutral,30.8,Low
698,F,21,bachelor,middle,31,14.8,1.0,0,0,1,8.4,4.69,2.98,2,0,68.0,56.1,63.5,55.0,Engaged,63.4,Medium
699,F,20,bachelor,middle,0,10.9,0.84,0,1,0,8.47,3.33,1.91,0,0,70.6,91.7,66.7,79.7,Neutral,78.1,High
700,M,18,none,high,34,12.1,0.824,0,0,1,6.15,4.63,0.0,1,3,75.2,85.9,48.3,46.1,At-Risk,53.4,Medium
701,M,19,master,middle,22,0.0,0.842,0,0,1,4.79,3.19,2.88,1,2,62.0,62.7,52.5,58.5,At-Risk,59.3,Medium
702,M,18,phd,high,15,11.8,0.905,1,0,1,6.05,0.41,2.65,0,1,50.3,44.6,89.4,74.0,Engaged,81.7,High
703,M,17,bachelor,low,19,0.7,0.757,0,0,1,5.82,6.48,1.74,0,3,70.8,80.0,10.7,84.2,At-Risk,49.3,Low
704,F,18,bachelor,middle,20,0.2,0.903,0,0,1,7.9,3.07,1.99,1,2,94.4,24.3,72.3,27.1,At-Risk,44.8,Low
705,M,17,bachelor,middle,41,11.2,0.886,0,0,1,8.0,4.48,2.52,1,1,51.2,75.3,86.6,50.5,Engaged,61.5,Medium
706,F,21,high_school,middle,71,3.3,0.681,0,0,1,5.66,2.68,4.56,2,0,63.1,47.2,67.6,45.2,At-Risk,56.1,Medium
707,F,18,high_school,low,40,10.0,1.0,2,0,1,5.99,2.74,1.57,1,3,59.2,84.6,90.5,42.5,At-Risk,62.2,Medium
708,F,17,bachelor,middle,14,10.8,1.0,1,1,1,5.13,2.12,4.23,2,1,100.0,37.1,61.2,52.3,Neutral,62.9,Medium
709,M,19,none,middle,31,11.1,0.78,0,0,0,7.06,6.1,2.13,0,3,50.6,50.1,53.5,21.1,At-Risk,44.5,Low
710,M,21,master,high,32,4.6,0.748,0,0,1,6.85,6.58,4.79,0,1,62.6,69.9,67.8,52.6,At-Risk,61.8,Medium
711,Other,17,high_school,middle,8,15.4,0.883,0,0,1,7.85,4.25,1.73,2,3,59.5,72.8,61.9,60.7,Engaged,59.8,Medium
712,F,22,high_school,low,3,9.5,0.717,1,0,1,7.5,3.13,0.87,1,2,46.2,50.7,58.9,39.1,At-Risk,48.7,Low
713,F,18,high_school,middle,21,12.6,0.996,0,0,1,7.63,0.81,0.0,0,0,45.4,56.0,65.1,50.4,Neutral,66.0,Medium
714,F,20,master,middle,34,2.8,0.813,0,0,1,5.05,5.79,2.13,2,5,73.5,79.1,55.3,60.4,At-Risk,51.0,Medium
715,F,22,high_school,low,0,8.9,1.0,0,1,1,6.15,2.85,0.61,2,0,75.6,80.1,54.6,62.4,Engaged,67.6,Medium
716,M,18,high_school,middle,11,16.6,0.778,3,0,1,8.04,1.97,5.01,1,0,56.6,55.7,50.0,27.3,At-Risk,38.7,Low
717,F,16,high_school,middle,31,15.8,0.849,0,0,1,6.25,4.26,0.46,0,0,86.1,51.1,74.7,74.0,Engaged,70.9,Medium
718,M,20,bachelor,low,23,5.2,0.987,0,0,0,4.95,3.53,0.82,0,5,31.2,37.4,52.0,74.5,Neutral,62.6,Medium
719,F,15,phd,middle,43,6.7,0.828,2,0,1,7.87,1.16,3.36,0,2,46.1,66.6,48.1,45.2,At-Risk,39.8,Low
720,F,18,high_school,middle,1,4.1,0.887,2,0,0,6.21,1.44,4.57,0,1,52.6,76.6,50.8,93.6,At-Risk,73.6,Medium
721,F,22,master,middle,57,6.1,0.969,0,0,1,8.18,4.87,3.66,0,1,64.9,64.7,71.3,69.1,Engaged,72.7,Medium
722,M,18,high_school,middle,0,1.6,0.804,1,0,0,6.88,2.89,4.32,0,1,58.2,45.4,78.7,66.2,At-Risk,60.3,Medium
723,M,20,bachelor,low,0,9.2,0.734,0,1,1,6.57,5.22,2.04,0,2,62.0,94.2,80.0,73.7,Neutral,86.8,High
724,F,19,none,high,21,13.8,0.714,0,0,0,8.54,4.49,2.07,0,2,72.3,24.1,71.4,39.3,At-Risk,45.6,Low
725,M,16,bachelor,middle,5,5.3,0.918,0,0,1,5.34,6.3,6.22,0,2,86.9,77.8,76.6,52.9,Neutral,58.4,Medium
726,M,17,bachelor,low,21,9.5,0.899,0,0,1,8.62,2.54,5.58,0,0,77.0,65.9,67.1,72.4,Engaged,50.1,Medium
727,M,19,bachelor,middle,21,8.7,0.966,0,0,1,6.13,4.67,3.63,0,3,65.8,70.4,75.3,44.0,At-Risk,56.5,Medium
728,M,15,high_school,low,19,16.3,0.833,0,1,1,7.09,5.48,4.41,0,0,63.8,47.8,75.0,53.0,Engaged,62.2,Medium
729,M,18,master,middle,9,6.3,0.717,0,0,1,7.11,2.95,3.92,1,1,81.5,59.3,56.3,72.0,Neutral,62.1,Medium
730,F,18,phd,middle,28,6.5,0.625,1,0,1,6.39,6.45,0.0,0,3,93.3,67.3,50.8,66.2,At-Risk,58.8,Medium
731,M,21,bachelor,high,17,4.9,1.0,0,0,1,5.99,0.87,2.12,2,1,74.6,60.5,89.6,60.4,Neutral,69.7,Medium
732,M,15,bachelor,high,39,3.2,0.913,0,0,1,6.46,2.53,5.19,0,2,57.6,29.7,70.0,61.3,At-Risk,49.0,Low
733,M,21,bachelor,low,19,13.2,0.874,0,0,1,5.68,0.79,3.64,0,0,68.9,92.8,84.8,56.5,Engaged,76.3,High
734,M,18,high_school,middle,8,9.2,0.888,0,1,1,9.25,2.73,2.07,0,2,73.7,73.7,50.4,77.1,Neutral,67.8,Medium
735,M,20,master,low,0,10.3,0.717,0,0,0,6.32,3.89,5.22,1,2,56.7,62.6,61.5,100.0,At-Risk,81.6,High
736,F,19,high_school,middle,19,17.6,0.781,0,0,0,8.29,5.86,2.94,1,2,78.0,63.8,46.0,65.9,Neutral,59.8,Medium
737,M,17,bachelor,middle,3,18.0,1.0,0,0,0,8.13,3.89,3.71,1,2,69.0,92.3,78.3,85.6,Engaged,73.0,Medium
738,M,22,high_school,low,2,0.1,0.926,0,0,1,7.34,3.01,2.95,0,2,82.5,48.6,58.2,51.3,Engaged,53.3,Medium
739,M,16,high_school,low,30,13.9,0.784,1,0,0,6.74,1.1,3.28,0,2,50.3,44.6,59.1,46.4,At-Risk,53.3,Medium
740,M,15,bachelor,low,0,11.4,0.737,1,0,1,7.13,1.77,3.43,0,1,38.9,77.3,99.3,44.2,Neutral,71.3,Medium
741,M,21,bachelor,low,43,7.2,0.808,0,0,1,7.59,4.82,4.8,0,3,59.1,70.3,78.7,41.6,Neutral,52.9,Medium
742,M,19,master,low,24,12.0,0.828,1,0,1,7.02,5.96,5.06,1,2,65.4,43.8,78.5,54.1,At-Risk,62.1,Medium
743,F,22,phd,high,21,0.0,1.0,0,1,1,5.02,3.36,1.3,0,1,38.0,81.6,48.8,77.7,Neutral,75.0,High
744,M,18,high_school,middle,6,18.8,0.841,1,0,1,4.72,6.62,2.91,0,0,55.9,67.3,38.3,80.1,Engaged,59.2,Medium
745,F,15,high_school,middle,33,13.1,0.741,0,0,1,8.71,2.3,4.74,0,2,84.3,45.8,83.5,49.8,Neutral,56.2,Medium
746,F,15,high_school,middle,22,4.8,0.854,0,0,1,3.74,3.42,1.94,0,0,73.0,70.8,32.2,53.5,At-Risk,59.6,Medium
747,M,18,bachelor,middle,12,6.5,0.886,0,0,0,7.13,3.59,0.0,0,1,67.1,68.1,60.0,60.0,Neutral,53.0,Medium
748,M,16,bachelor,middle,25,0.0,0.732,0,0,1,6.62,7.26,0.38,1,2,49.2,60.4,55.0,64.7,At-Risk,48.6,Low
749,F,22,master,high,0,8.1,0.9,3,0,1,7.09,4.47,0.52,1,2,83.8,68.9,53.2,71.7,Neutral,51.2,Medium
750,F,15,bachelor,middle,0,7.1,0.981,0,0,1,5.53,0.6,1.28,0,5,58.7,73.3,60.9,52.0,Neutral,61.9,Medium
751,M,22,none,middle,5,2.0,0.874,0,0,1,7.32,6.1,0.71,0,2,66.4,78.5,51.1,56.0,Neutral,52.9,Medium
752,M,16,bachelor,high,27,14.7,0.78,0,0,1,7.15,7.89,4.26,0,1,71.1,63.9,48.5,87.1,Neutral,62.6,Medium
753,M,15,bachelor,middle,22,17.7,0.807,0,1,1,10.0,3.7,1.65,0,1,67.6,57.1,72.1,54.4,Engaged,63.9,Medium
754,M,17,bachelor,middle,38,9.8,0.694,0,0,0,7.06,2.41,4.72,0,2,87.4,66.3,85.1,48.5,At-Risk,67.9,Medium
755,F,16,high_school,high,8,8.2,0.847,0,0,0,8.52,5.93,0.0,0,0,73.6,83.4,40.2,58.3,Engaged,59.2,Medium
756,M,18,high_school,middle,31,12.6,0.891,0,1,0,5.1,8.13,1.49,2,0,70.1,73.3,71.1,61.6,Neutral,69.6,Medium
757,M,17,high_school,middle,20,9.9,0.77,1,0,1,8.12,5.9,2.41,0,3,63.7,56.1,76.7,29.2,At-Risk,47.6,Low
758,F,19,high_school,low,8,3.5,1.0,0,0,1,7.17,0.95,3.82,0,2,71.5,63.0,75.1,51.1,Engaged,71.9,Medium
759,M,19,bachelor,low,28,6.1,0.939,0,0,0,7.22,5.71,4.49,0,0,61.9,92.0,64.5,68.4,Neutral,79.4,High
760,M,15,high_school,middle,21,8.2,0.681,0,0,0,7.24,5.01,1.12,0,0,67.8,75.5,58.4,100.0,Neutral,79.9,High
761,F,15,bachelor,low,13,11.5,0.683,2,0,1,8.95,2.29,4.19,0,0,59.9,64.7,80.1,49.4,Neutral,56.2,Medium
762,M,16,bachelor,high,23,10.1,0.762,1,0,1,7.21,6.78,0.0,1,1,57.5,82.5,73.4,75.3,At-Risk,68.7,Medium
763,M,16,master,low,20,11.3,1.0,0,0,1,5.96,5.08,3.94,2,2,51.3,52.2,37.7,63.6,Neutral,53.8,Medium
764,M,15,high_school,middle,20,0.9,0.949,0,0,1,6.16,6.83,0.0,0,2,60.9,67.9,64.5,83.2,At-Risk,68.5,Medium
765,F,17,high_school,low,16,14.0,1.0,0,0,1,7.88,2.08,3.09,0,0,59.9,95.8,68.9,47.6,Engaged,66.8,Medium
766,M,19,high_school,high,2,10.0,0.861,0,0,0,7.44,5.0,4.46,0,1,92.4,73.8,50.5,82.1,Engaged,70.1,Medium
767,M,17,high_school,middle,23,25.3,0.839,1,0,1,5.06,2.41,3.97,0,1,79.9,91.2,64.1,88.0,Engaged,68.7,Medium
768,M,17,high_school,low,10,7.7,0.735,1,0,1,7.52,4.7,0.0,0,0,63.0,60.5,75.9,88.9,At-Risk,72.0,Medium
769,M,18,bachelor,low,7,11.9,0.895,0,1,1,5.6,7.15,1.31,0,0,58.7,53.4,54.8,88.5,Engaged,76.4,High
770,F,19,high_school,middle,18,27.0,0.84,1,0,0,7.43,1.35,3.63,0,2,74.2,82.9,71.7,63.8,Engaged,69.7,Medium
771,M,17,none,high,33,11.2,0.837,1,1,1,5.93,1.46,3.58,0,0,94.1,29.1,52.2,71.7,Engaged,49.6,Low
772,F,16,high_school,high,25,9.6,1.0,1,0,1,6.56,6.11,2.75,2,2,76.9,65.2,48.2,51.6,Engaged,54.6,Medium
773,F,18,bachelor,low,14,4.1,0.847,1,0,1,6.25,4.17,0.0,0,1,39.2,80.6,77.8,15.5,At-Risk,53.4,Medium
774,F,15,master,middle,13,19.2,0.993,0,0,1,8.72,6.54,4.6,0,1,77.9,72.1,86.8,65.1,Engaged,81.9,High
775,M,18,bachelor,low,32,3.0,0.701,2,0,1,7.38,2.59,4.95,0,0,80.6,24.2,49.1,56.8,Neutral,45.3,Low
776,F,22,bachelor,middle,0,12.6,1.0,0,0,0,8.41,4.3,2.53,1,0,98.0,37.8,83.2,79.3,Engaged,69.1,Medium
777,F,18,bachelor,middle,34,7.2,0.823,0,0,1,10.0,5.58,2.66,0,4,61.3,59.9,67.8,77.2,Engaged,61.6,Medium
778,M,15,bachelor,low,0,8.9,0.931,0,1,1,6.96,4.62,3.21,1,1,67.1,70.5,32.6,38.8,At-Risk,45.7,Low
779,F,20,high_school,middle,1,1.5,0.947,1,1,1,8.7,0.62,5.12,1,1,71.8,71.3,45.0,100.0,Neutral,86.9,High
780,F,16,bachelor,high,14,18.1,0.81,0,1,1,6.06,9.85,2.7,0,1,53.5,61.9,77.7,67.8,Neutral,59.4,Medium
781,M,16,bachelor,low,55,8.3,0.942,0,0,1,8.41,4.62,1.82,1,3,52.2,75.1,42.0,34.3,At-Risk,38.4,Low
782,F,16,high_school,low,47,2.7,0.947,1,0,1,5.93,1.52,2.96,0,5,71.0,69.9,58.1,37.1,At-Risk,57.5,Medium
783,M,22,bachelor,low,33,17.5,0.789,0,1,1,6.88,4.83,2.18,0,2,41.9,59.7,66.7,16.4,Engaged,57.4,Medium
784,F,22,bachelor,low,27,7.0,0.79,0,0,0,7.54,5.06,2.2,0,1,45.2,71.7,75.2,75.3,Neutral,75.9,High
785,Other,19,bachelor,low,0,12.0,0.865,0,0,0,7.73,6.19,0.0,0,2,77.2,50.3,71.0,49.5,Neutral,47.0,Low
786,M,19,none,middle,24,15.0,0.848,0,0,1,5.37,6.05,3.25,0,0,72.5,73.5,93.1,43.2,Engaged,75.6,High
787,F,20,bachelor,low,14,12.8,0.999,0,0,1,5.86,3.77,4.54,0,2,83.7,46.8,54.9,47.1,Engaged,47.2,Low
788,M,19,master,middle,10,0.0,0.93,0,0,1,7.63,0.76,4.24,0,2,71.9,70.8,69.6,54.0,Engaged,65.0,Medium
789,F,19,high_school,high,24,14.2,0.853,0,0,1,6.46,5.12,4.1,0,1,65.2,70.3,75.2,71.5,Neutral,75.3,High
790,F,22,high_school,high,15,9.4,0.921,2,0,0,5.22,0.92,2.09,0,1,84.3,56.6,79.4,27.1,At-Risk,56.3,Medium
791,M,20,none,middle,35,8.0,0.655,1,0,1,6.81,6.63,2.49,1,3,58.7,73.4,84.8,38.6,At-Risk,55.6,Medium
792,M,15,none,low,0,9.3,0.798,0,0,1,6.76,2.73,4.58,0,2,60.0,89.8,61.1,69.3,Neutral,78.3,High
793,M,18,phd,low,23,0.3,0.889,1,0,1,7.11,5.47,3.93,0,1,64.0,43.6,78.4,48.1,Engaged,63.0,Medium
794,M,22,bachelor,low,9,11.2,0.972,1,0,1,7.54,2.89,5.17,0,2,71.8,79.2,53.2,71.6,Neutral,59.4,Medium
795,M,18,high_school,high,16,1.8,0.88,1,1,1,7.46,3.22,0.85,0,3,64.0,81.6,66.8,50.1,Neutral,62.2,Medium
796,M,16,high_school,high,27,8.3,1.0,0,0,1,5.98,2.6,0.84,1,1,42.7,58.3,76.0,91.5,Neutral,71.9,Medium
797,M,21,phd,middle,5,10.9,0.947,0,0,1,6.41,5.63,1.53,1,2,61.0,76.4,83.6,64.2,Engaged,73.5,Medium
798,M,19,high_school,low,24,16.4,0.811,0,0,1,8.01,2.96,0.31,2,0,64.5,57.4,77.1,84.5,Engaged,76.2,High
799,F,19,bachelor,middle,19,5.1,0.846,0,1,0,6.25,5.74,0.0,0,1,66.7,84.6,69.4,70.4,Neutral,65.9,Medium
800,F,18,high_school,low,12,18.7,0.901,0,0,1,6.43,3.01,3.14,0,0,58.3,12.7,66.7,71.6,Engaged,45.1,Low
801,F,15,none,high,15,15.7,0.815,0,0,0,5.09,3.74,3.0,0,1,72.6,88.0,76.8,45.0,Neutral,64.5,Medium
802,M,18,bachelor,low,20,7.4,1.0,0,0,1,6.87,4.27,2.69,0,2,40.8,42.0,100.0,83.3,At-Risk,86.6,High
803,F,18,none,middle,10,3.3,0.749,0,1,1,7.31,4.51,2.91,0,1,71.2,63.6,81.7,64.3,Neutral,74.7,Medium
804,F,22,bachelor,middle,22,1.3,0.892,0,0,1,4.53,2.35,0.0,1,1,91.9,47.3,74.1,40.9,At-Risk,66.2,Medium
805,M,17,high_school,low,18,11.6,0.934,0,0,1,5.62,5.61,1.24,0,3,55.9,88.9,46.1,17.8,Neutral,49.1,Low
806,M,16,bachelor,middle,13,5.6,0.829,1,0,1,5.19,3.66,1.61,1,0,65.9,57.9,54.5,62.8,Neutral,51.9,Medium
807,F,18,bachelor,high,46,17.2,0.806,0,0,1,7.85,5.29,2.3,1,3,61.3,52.2,62.8,90.2,Engaged,55.9,Medium
808,M,22,bachelor,low,28,5.9,0.852,0,0,0,4.61,4.17,0.0,0,1,61.5,82.2,82.6,41.9,At-Risk,64.6,Medium
809,F,18,none,middle,16,4.6,0.941,0,0,1,6.81,5.37,0.34,0,2,49.6,75.2,53.0,41.2,Neutral,53.4,Medium
810,Other,18,bachelor,middle,24,11.4,0.81,0,0,1,7.76,3.38,1.33,1,2,94.9,56.0,78.3,53.7,At-Risk,47.9,Low
811,M,20,phd,low,7,5.9,0.753,1,1,1,7.13,2.62,4.32,1,0,70.8,44.2,69.9,82.0,At-Risk,61.9,Medium
812,M,20,high_school,low,15,10.1,0.975,0,0,1,6.37,5.05,2.72,0,2,54.9,41.7,73.7,23.3,Engaged,45.9,Low
813,Other,17,high_school,low,17,15.9,0.9,1,0,1,7.32,3.21,4.24,0,1,53.2,85.0,64.5,47.0,Neutral,63.6,Medium
814,F,22,master,low,3,10.7,0.961,3,0,1,8.14,7.12,1.96,0,1,65.9,69.5,58.5,39.9,Engaged,50.7,Medium
815,M,19,high_school,middle,28,10.7,0.936,0,1,1,6.77,4.34,2.2,0,1,32.5,65.1,52.4,71.2,Neutral,69.3,Medium
816,F,15,bachelor,middle,14,11.2,1.0,0,0,1,4.21,1.45,3.2,0,0,80.8,70.9,77.8,57.1,Engaged,62.3,Medium
817,F,18,bachelor,middle,17,0.0,0.971,0,0,1,8.28,3.03,1.85,0,1,57.3,26.9,66.8,53.1,Engaged,47.9,Low
818,F,22,none,high,13,12.4,0.788,0,0,1,7.38,2.2,0.95,0,0,70.8,56.2,50.8,56.4,Engaged,62.2,Medium
819,F,18,bachelor,middle,66,11.0,0.907,0,0,1,6.86,6.35,0.0,1,1,71.5,56.6,71.6,75.7,Engaged,67.2,Medium
820,M,19,bachelor,middle,12,15.4,0.804,0,0,0,4.52,5.75,1.0,0,0,79.5,79.7,100.0,82.4,Neutral,92.8,High
821,M,19,high_school,middle,0,13.6,0.815,0,0,0,6.54,4.08,3.87,0,3,72.4,35.6,64.8,80.5,At-Risk,60.0,Medium
822,F,20,master,low,0,8.8,0.719,0,1,1,5.85,4.78,4.72,0,3,76.1,81.0,94.5,71.5,At-Risk,83.1,High
823,M,21,high_school,low,33,16.2,0.831,0,0,1,5.44,4.02,0.65,0,1,80.3,94.3,26.6,87.7,Engaged,69.7,Medium
824,F,16,high_school,middle,42,8.2,0.915,0,0,1,6.74,5.92,0.0,1,1,60.0,31.1,63.7,41.4,At-Risk,46.1,Low
825,F,19,master,middle,12,11.5,0.853,0,1,1,6.26,5.24,4.05,2,4,97.3,62.3,83.3,67.8,Neutral,66.2,Medium
826,M,19,high_school,middle,41,8.1,0.75,1,0,1,6.34,5.6,2.34,0,0,70.3,71.0,68.2,100.0,Neutral,72.5,Medium
827,F,16,master,low,33,12.8,0.708,0,1,1,7.79,3.82,0.0,0,1,64.6,77.7,57.7,23.3,Neutral,55.2,Medium
828,M,20,none,high,19,7.7,1.0,0,0,1,7.21,2.94,0.0,0,0,52.4,23.0,67.6,49.3,Engaged,57.6,Medium
829,F,15,bachelor,low,18,19.9,0.893,0,0,1,6.31,5.53,0.27,0,2,61.9,68.1,83.8,39.3,Engaged,62.6,Medium
830,M,18,none,high,25,22.1,0.778,1,1,1,6.15,7.3,1.27,0,1,71.0,58.1,100.0,65.8,Engaged,83.5,High
831,F,17,bachelor,middle,35,15.2,0.906,1,0,1,6.35,6.41,0.0,0,2,66.4,56.9,85.0,88.8,Engaged,85.7,High
832,F,16,bachelor,middle,28,19.2,1.0,0,0,1,6.6,7.36,3.58,0,2,92.4,99.2,59.9,70.8,Engaged,69.7,Medium
833,M,21,master,middle,12,0.8,0.922,0,0,1,7.6,4.52,0.57,0,2,59.2,58.1,64.3,55.7,Neutral,68.1,Medium
834,F,16,phd,low,19,1.5,0.581,0,0,1,5.65,2.26,2.22,0,1,75.2,70.1,64.4,70.9,At-Risk,66.0,Medium
835,F,17,bachelor,middle,52,8.1,1.0,0,0,1,8.65,2.44,6.95,0,3,48.1,59.8,54.1,54.2,At-Risk,59.4,Medium
836,F,21,bachelor,middle,26,10.2,0.675,0,0,1,7.6,6.96,2.43,0,1,97.7,66.3,65.5,63.9,At-Risk,63.6,Medium
837,F,22,bachelor,middle,35,8.8,0.839,0,0,1,3.61,0.48,1.97,0,1,47.1,71.9,63.6,72.4,At-Risk,76.7,High
838,Other,15,master,low,30,0.1,0.747,2,0,1,7.0,7.21,2.01,0,6,96.1,78.1,48.8,95.1,At-Risk,63.7,Medium
839,M,17,bachelor,low,26,16.9,0.786,0,0,1,8.15,2.62,3.54,0,0,63.0,48.0,81.4,69.0,Neutral,67.0,Medium
840,F,20,master,low,24,22.9,0.888,0,0,0,7.37,8.05,3.29,1,3,31.5,64.7,74.7,64.4,Neutral,63.8,Medium
841,M,21,high_school,middle,35,17.7,0.653,0,0,1,6.41,4.06,0.19,1,0,85.3,65.4,57.7,100.0,At-Risk,64.7,Medium
842,F,22,bachelor,middle,33,16.5,0.851,0,1,1,6.83,5.65,1.38,0,0,66.2,32.3,70.4,20.9,Engaged,47.1,Low
843,F,19,bachelor,middle,26,11.4,0.975,2,0,1,7.11,8.97,0.87,0,1,58.2,44.8,52.6,58.2,Engaged,58.1,Medium
844,M,15,high_school,middle,12,4.9,0.776,3,0,1,7.82,3.54,1.63,1,2,74.6,78.0,59.2,45.2,At-Risk,57.3,Medium
845,M,21,high_school,middle,28,10.4,0.721,0,0,1,5.2,3.51,5.85,0,0,75.0,53.7,79.0,55.2,Neutral,61.0,Medium
846,F,16,phd,low,21,22.6,0.846,2,0,1,6.17,2.81,3.43,0,1,71.2,100.0,75.5,72.1,Neutral,68.9,Medium
847,M,15,high_school,middle,17,7.9,0.826,0,0,1,8.87,2.2,2.04,1,2,82.0,79.3,59.8,79.6,At-Risk,75.4,High
848,F,20,high_school,low,62,7.3,0.8,0,0,1,6.94,3.54,4.69,0,2,68.8,70.1,73.0,49.6,Neutral,66.5,Medium
849,M,19,high_school,low,0,16.6,0.741,0,1,0,8.73,3.09,2.58,1,1,74.7,89.2,66.8,73.4,Engaged,64.1,Medium
